Time,LT,Pump_1 [L/m],Pump_2 [L/m],Voltage [V],Current [A],Input_current [A],E_h2_production [mL/0.1s],Power,Pref
06:02.5,0,0,1.7,11.59,26.4,25.5,0.86,305.976,295.545
06:02.6,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:02.7,0,0,1.7,11.59,26.2,25.5,0.86,303.658,295.545
06:02.8,0,0,1.7,11.59,26.4,25.5,0.86,305.976,295.545
06:02.9,0,0,1.7,11.58,26.4,25.5,0.86,305.712,295.29
06:03.0,0,0,1.7,11.59,26.2,25.5,0.86,303.658,295.545
06:03.1,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:03.2,0,0,1.7,11.59,26.2,25.5,0.86,303.658,295.545
06:03.3,0,0,1.7,11.58,26.4,25.5,0.86,305.712,295.29
06:03.4,0,0,1.7,11.59,26.2,25.5,0.86,303.658,295.545
06:03.5,0,0,1.7,11.59,26.2,25.5,0.86,303.658,295.545
06:03.6,0,0,1.7,11.59,26.2,25.5,0.86,303.658,295.545
06:03.7,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:03.8,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:03.9,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:04.0,0,0,1.7,11.58,26.4,25.5,0.86,305.712,295.29
06:04.1,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:04.2,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:04.3,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:04.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:04.5,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:04.6,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:04.7,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:04.8,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:04.9,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:05.0,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:05.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:05.2,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:05.3,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:05.4,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:05.5,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:05.6,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:05.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:05.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:05.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:06.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:06.1,0,0,1.7,11.58,26.1,25.5,0.85,302.238,295.29
06:06.2,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:06.3,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:06.4,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:06.5,0,0,1.7,11.58,26.1,25.5,0.85,302.238,295.29
06:06.6,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:06.7,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:06.8,0,0,1.7,11.59,26.2,25.5,0.86,303.658,295.545
06:06.9,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.0,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.1,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.2,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.3,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.4,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.5,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.6,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.7,0,0,1.7,11.59,26.2,25.5,0.86,303.658,295.545
06:07.8,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:07.9,0,0,1.7,11.57,26.2,25.5,0.86,303.134,295.035
06:08.0,0,0,1.7,11.58,26.2,25.5,0.86,303.396,295.29
06:08.1,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:08.2,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:08.3,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:08.4,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:08.5,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:08.6,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:08.7,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:08.8,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:08.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:09.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:09.1,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:09.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:09.3,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:09.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:09.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:09.6,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:09.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:09.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:09.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:10.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:10.1,0,0,1.7,11.57,26.1,25.6,0.85,301.977,296.192
06:10.2,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:10.3,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:10.4,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:10.5,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:10.6,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:10.7,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:10.8,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:10.9,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:11.0,0,0,1.7,11.58,26.4,25.6,0.86,305.712,296.448
06:11.1,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:11.2,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:11.3,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:11.4,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:11.5,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:11.6,0,0,1.7,11.62,26.4,25.6,0.86,306.768,297.472
06:11.7,0,0,1.7,11.62,26.4,25.6,0.86,306.768,297.472
06:11.8,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:11.9,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:12.0,0,0,1.7,11.59,26.4,25.6,0.86,305.976,296.704
06:12.1,0,0,1.7,11.59,26.4,25.4,0.86,305.976,294.386
06:12.2,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:12.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:12.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:12.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:12.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:12.7,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:12.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:12.9,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:13.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:13.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:13.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:13.3,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:13.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:13.5,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:13.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:13.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:13.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:13.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:14.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:14.1,0,0,1.7,11.57,26.1,25.2,0.85,301.977,291.564
06:14.2,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:14.3,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:14.4,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:14.5,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:14.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:14.7,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:14.8,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:14.9,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:15.0,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:15.1,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:15.2,0,0,1.7,11.55,25.9,25.2,0.85,299.145,291.06
06:15.3,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:15.4,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:15.5,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:15.6,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:15.7,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:15.8,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:15.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:16.0,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:16.1,0,0,1.7,11.53,26,25.4,0.85,299.78,292.862
06:16.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:16.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:16.4,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:16.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:16.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:16.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:16.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:16.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:17.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:17.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:17.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:17.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:17.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:17.5,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:17.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:17.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:17.8,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:17.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:18.0,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:18.1,0,0,1.7,11.57,26.2,25.2,0.86,303.134,291.564
06:18.2,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:18.3,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:18.4,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:18.5,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:18.6,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:18.7,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:18.8,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:18.9,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.0,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.1,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.2,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.3,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.4,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.5,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.6,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.7,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.8,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:19.9,0,0,1.7,11.57,26,25.2,0.85,300.82,291.564
06:20.0,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:20.1,0,0,1.7,11.55,26,25.4,0.85,300.3,293.37
06:20.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:20.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:20.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:20.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:20.6,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:20.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:20.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:20.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:21.0,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:21.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:21.2,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:21.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:21.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:21.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:21.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:21.7,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:21.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:21.9,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:22.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:22.1,0,0,1.7,11.57,26,25.1,0.85,300.82,290.407
06:22.2,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:22.3,0,0,1.7,11.55,25.9,25.1,0.85,299.145,289.905
06:22.4,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:22.5,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:22.6,0,0,1.7,11.55,25.9,25.1,0.85,299.145,289.905
06:22.7,0,0,1.7,11.55,25.9,25.1,0.85,299.145,289.905
06:22.8,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:22.9,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.0,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.1,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.2,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.3,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.4,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.5,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.6,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.7,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.8,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:23.9,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:24.0,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:24.1,0,0,1.7,11.53,25.9,25.4,0.85,298.627,292.862
06:24.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:24.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:24.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:24.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:24.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:24.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:24.8,0,0,1.7,11.57,26,25.4,0.85,300.82,293.878
06:24.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.0,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:25.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:25.9,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:26.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:26.1,0,0,1.7,11.57,26.1,25.2,0.85,301.977,291.564
06:26.2,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:26.3,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:26.4,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:26.5,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:26.6,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:26.7,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:26.8,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:26.9,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.0,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.1,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.2,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.3,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.4,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.5,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.6,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.7,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.8,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:27.9,0,0,1.7,11.55,25.9,25.2,0.85,299.145,291.06
06:28.0,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:28.1,0,0,1.7,11.53,26,25.4,0.85,299.78,292.862
06:28.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:28.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:28.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:28.5,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:28.6,0,0,1.7,11.58,26.2,25.4,0.86,303.396,294.132
06:28.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:28.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:28.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:29.0,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:29.1,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:29.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:29.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:29.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:29.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:29.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:29.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:29.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:29.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:30.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:30.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:30.2,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:30.3,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:30.4,0,0,1.7,11.55,25.9,25.2,0.85,299.145,291.06
06:30.5,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:30.6,0,0,1.7,11.55,25.9,25.2,0.85,299.145,291.06
06:30.7,0,0,1.7,11.55,25.9,25.2,0.85,299.145,291.06
06:30.8,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:30.9,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:31.0,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:31.1,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:31.2,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:31.3,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:31.4,0,0,1.7,11.55,25.9,25.2,0.85,299.145,291.06
06:31.5,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:31.6,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:31.7,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:31.8,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:31.9,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:32.0,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:32.1,0,0,1.7,11.55,26,25.4,0.85,300.3,293.37
06:32.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:32.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:32.4,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:32.5,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:32.6,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:32.7,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:32.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:32.9,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:33.0,0,0,1.7,11.58,26.1,25.4,0.85,302.238,294.132
06:33.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:33.2,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:33.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:33.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:33.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:33.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:33.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:33.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:33.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:34.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:34.1,0,0,1.7,11.57,26.1,25.1,0.85,301.977,290.407
06:34.2,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:34.3,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:34.4,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:34.5,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
06:34.6,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:34.7,0,0,1.7,11.55,25.9,25.1,0.85,299.145,289.905
06:34.8,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:34.9,0,0,1.7,11.52,25.9,25.1,0.85,298.368,289.152
06:35.0,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:35.1,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:35.2,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:35.3,0,0,1.7,11.53,26,25.1,0.85,299.78,289.403
06:35.4,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:35.5,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:35.6,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:35.7,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:35.8,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:35.9,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:36.0,0,0,1.7,11.53,25.9,25.1,0.85,298.627,289.403
06:36.1,0,0,1.7,11.53,25.9,25.4,0.85,298.627,292.862
06:36.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:36.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:36.4,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:36.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:36.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:36.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:36.8,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:36.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:37.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:37.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:37.2,0,0,1.7,11.55,26.1,25.4,0.85,301.455,293.37
06:37.3,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:37.4,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:37.5,0,0,1.7,11.57,26.2,25.4,0.86,303.134,293.878
06:37.6,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:37.7,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:37.8,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:37.9,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:38.0,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:38.1,0,0,1.7,11.57,26.1,25.4,0.85,301.977,293.878
06:38.2,0,0,1.7,11.57,26,25.2,0.85,300.82,291.564
06:38.3,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:38.4,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:38.5,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
06:38.6,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:38.7,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:38.8,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:38.9,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:39.0,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:39.1,0,0,1.7,11.53,26,25.2,0.85,299.78,290.556
06:39.2,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:39.3,0,0,1.7,11.53,25.9,25.2,0.85,298.627,290.556
06:39.4,0,0,1.7,11.55,26,25.2,0.85,300.3,291.06
